SA1_2021,IER_2021
12702152007,976.3798311
12702152008,976.8780622
12702152009,1042.493501
12702152010,1031.040401
12702152011,950.375805
12702152012,1010.112917
12702152013,988.0207438
12702152014,960.9320482
12702152015,1025.920492
12702152016,950.886767
12702152017,947.205861
12702152018,1009.901694
12702152019,1019.717781
12702152020,992.0682724
12702152021,992.3822353
12702152022,1006.788603
12702152023,1036.173897
12702152024,993.4625427
12702152025,936.9394642
12702152026,990.4682566
12702152101,-
12703152201,1068.721355
12703152202,954.083059
12703152204,1069.851536
12703152206,860.2394581
12703152207,963.9069301
12703152208,881.3134679
12703152209,809.2312651
12703152210,1000.939609
12703152211,1058.659331
12703152212,1042.931215
12703152213,1068.274216
12703152214,958.5569285
12703152215,975.0697299
12703152216,1021.962632
12703152217,1023.710281
12703152218,1027.188442
12703152219,873.5210898
12703152220,996.3076477
12703152221,1084.116352
12703152222,1061.014258
12703152223,877.0306065
12703152224,847.8081693
12703152225,1059.669617
12703152226,1075.968147
12703152227,1028.067218
12703152228,1070.353366
12703152229,989.0034583
12703152230,1038.190308
12703152231,1018.684439
12703152232,1016.765085
12703152233,1069.183308
12703152234,872.8789025
12703152235,1017.402863
12703152236,1028.934708
12703152302,1087.508785
12703152304,1032.594186
12703152305,1003.511758
12703152306,1006.006859
12703152308,1156.468901
12703152310,1048.608444
12703152311,1005.265584
12703152312,1058.65782
12703152313,1033.717949
12703152314,999.3030958
12703152315,953.097378
12703152316,1029.471708
12703152317,1050.81329
12703152318,1072.703616
12703152319,1019.426545
12703152320,1075.628178
12703152321,1053.421425
12703152322,885.7982155
12703152323,1029.551725
12703152324,880.3366506
12703152326,1101.953869
12703152327,984.8747245
12703152328,956.5997259
12703152329,1112.935174
12703152330,1129.832426
12703152331,1116.797538
12703152332,1084.445946
12703152334,1093.471588
12703152335,1012.03466
12703152336,1074.418404
12703152337,928.6840238
12703152338,994.0136186
12703152339,1095.826416
12703152340,1131.91832
12703152341,1018.536624
12703152342,-
12703152343,1136.698281
12703152344,956.4360417
12703152345,1112.366634
12703152346,1214.629803
12703152347,1056.274685
12703152401,1160.929249
12703152402,1192.819336
12703152403,1144.009031
12703152404,1138.818078
12703152405,1050.00035
12703152406,1065.140167
12703152407,1078.648401
12703152408,1100.081518
12703152409,1062.072125
12703152410,1104.975866
12703152411,1086.389254
12703152412,1064.353666
12703152413,1071.343907
12703152414,1064.298516
12703152415,1047.720343
12703152416,1054.303502
12703152417,1090.579514
12703152418,1080.787065
12703152419,1067.915737
12703152420,1091.254026
12703152421,1044.488688
12703152422,956.3160716
12703152423,1056.104355
12703152424,1157.293863
12703152425,1054.86396
12703152426,1016.565171
12703152427,1073.090723
12703152428,1030.586448
12703152429,1031.788782
12703152430,1032.233842
12703152432,1082.300514
12703152433,1051.632307
12703152435,1165.997955
12703152436,1175.56607
12703152438,1035.931476
12703152439,1108.514413
12703152440,1056.106594
12703152441,1053.93684
12703152442,1132.301578
12703152443,1051.001447
12703152444,1038.236825
12703152445,1065.052125
12703152446,1059.04037
12703152447,1081.128793
12703152448,1073.86047
12703152449,937.6898596
12703152450,1082.666335
12703159901,727.5530515
12703159902,932.2848024
12703159903,972.511232
12703159904,977.8515668
12703159905,714.0068135
12703159906,878.0780507
12703159907,788.8015463
12703159908,768.5954183
12703159909,940.9032838
12703159910,821.7018931
12703159911,882.5105425
12703159912,882.5320394
12703159913,955.6332437
12703159914,946.6110572
12703159915,940.666171
12703159916,869.8165803
12703159917,866.4118537
12703159918,950.2981242
12703159919,812.8102723
12703159920,972.4575513
12703159921,815.1907464
12703159922,806.1834147
12703159923,944.3332296
12703159924,771.6539497
12703159925,880.1891585
12703160101,731.9275354
12703160102,811.2282035
12703160103,754.4478596
12703160106,867.8520865
12703160107,674.3360707
12703160108,834.1953286
12703160109,697.3647479
12703160110,829.6738602
12703160112,909.5959013
12703160113,854.8717146
12703160114,897.0673719
12703160115,817.8191437
12703160116,858.455311
12703173001,1128.052159
12703173002,1072.244762
12703173003,1094.771223
12703173004,1190.851136
12703173005,1140.262811
12703173006,938.7237236
12703173007,1069.633795
12703173008,1076.351477
12703173009,1168.234702
12703173010,1107.652794
12703173011,1104.932177
12703173012,1128.5246
12703173013,1136.732407
12703173014,1101.968094
12703173015,1105.828956
12703173016,1098.653508
12703173017,1083.335966
12703173018,1111.670666
12703173019,1144.166458
12703173020,1092.537665
12703173021,1126.781359
12703173022,1079.469488
12703173023,1120.85295
12703173024,1150.089407
12703173025,1170.748348
12703173101,875.4558211
12703173103,823.3168307
12703173104,730.3759885
12703173105,846.8239411
12703173106,939.4757894
12703173107,777.8152142
12703173108,839.3748838
12703173109,764.799716
12703173110,756.0273137
12703173111,859.7215509
12703173112,842.1304801
12703173113,776.0639244
12703173114,856.5073369
12703173115,811.4478224
12703173116,848.1890468
12703173117,805.6008437
12703173118,965.5453971
12703173119,842.4022267
12703173120,774.7405695
12703173121,778.7514004
12703173122,855.0737003
12703173123,852.9136887
12703173124,818.0135483
12703173125,875.4768349
12703173126,917.8697159
12703173127,848.695758
12703173128,818.391944
12703173129,787.9567265
12703173130,842.3514382
12703173131,831.407094
12703173132,874.4580071
12703173133,901.7057137
12703173134,850.7402555
12703173135,743.5615976
12703173136,811.5469132
12703173137,847.3836313
12703173201,809.1474694
12703173202,836.3660067
12703173203,851.8256642
12703173204,928.1202305
12703173205,828.2574667
12703173207,908.6593439
12703173208,883.9227686
12703173209,799.5683324
12703173210,865.8615522
12703173211,917.1758157
12703173212,938.9032988
12703173213,821.1651477
12703173214,1017.639468
12703173216,921.0793566
12703173217,903.4667633
12703173218,964.5884552
12703173219,818.2575967
12703173220,943.9001134
12703173221,926.4172311
12703173222,753.3603353
12703173223,928.5055425
12703173224,891.5457249
12703173225,738.3299782
12703173226,880.4556068
12703173227,948.5133364
12703173228,923.5819619
12703173229,875.0944344
12703173230,945.8586522
12703173301,1128.083274
12703173302,1080.21224
12703173303,1035.459261
12703173304,1020.53228
12703173305,1070.566008
12703173306,1077.113549
12703173307,1122.51102
12703173308,1079.438594
12703173309,1087.279111
12703173310,1089.253092
12703173311,1064.776883
12703173312,1024.794465
12703173313,1097.092066
12703173314,1130.214827
12703173315,1040.568381
12703173317,1111.994082
12703173318,1145.841082
12703173319,1097.896843
12703173320,1093.142213
12703173321,1075.362044
12703173322,1033.570252
12703173323,1089.995608
12703173324,1129.069533
12703173325,1126.017212
12703173326,1042.585917
12703173327,1078.509878
12703173328,1116.350997
12703173329,1110.858931
12703173331,1068.729614
12703173332,1113.1623
12703173333,1026.012213
12703173334,923.4727116
12703173335,1069.268136
12703173336,964.4278391
12801152901,1084.665631
12801152902,1181.521049
12801152903,1131.296672
12801152904,1159.098401
12801152905,1155.241302
12801152906,1184.440822
12801152907,1136.717102
12801152908,1172.83469
12801152909,1112.652721
12801152910,1175.706329
12801152911,1171.162473
12801152912,1158.925487
12801152913,1104.221429
12801152914,1097.679701
12801152915,1086.596103
12801152916,1131.246682
12801152917,1030.778387
12801152918,947.6147872
12801152919,1033.888308
12801152920,934.199621
12801152921,936.3324922
12801152922,1038.42016
12801152923,1022.993523
12801152924,1009.179316
12801152925,948.0509938
12801152926,931.4373595
12801152927,1099.546576
12801152928,1066.850728
12801152929,1058.381754
12801152930,1149.229807
12801152931,1110.042508
12801152932,1154.378583
12801152933,1151.803428
12801152934,1118.239983
12801152935,1122.251465
12801152936,1169.041373
12801152937,1126.749714
12801152938,1153.987332
12801152939,1210.796389
12801152940,1178.245942
12801153001,1083.205462
12801153002,1045.141272
12801153003,1135.11933
12801153004,1026.944725
12801153005,918.0732031
12801153006,1001.693276
12801153007,1158.399512
12801153008,1165.244693
12801153009,1135.389356
12801153010,1163.003712
12801153011,1163.938598
12801153012,874.8829732
12801153014,960.0684107
12801153015,1089.615959
12801153016,1002.759729
12801153017,1064.527269
12801153018,1046.13589
12801153019,1003.077576
12801153020,1020.463371
12801153021,1102.539614
12801153022,1101.641692
12801153023,1082.842772
12801153024,1064.465216
12801153025,1017.1204
12801153026,893.8246865
12801153027,894.5463253
12801153028,1141.118053
12801153029,1149.375353
12801153030,944.2054585
12801153031,957.6249292
12801153032,942.8937232
12801153033,1033.41848
12801153034,971.8012942
12801153035,832.7490619
12801153036,1093.183037
12801153037,1042.219945
12801153040,943.2182783
12801153041,934.6902237
12801153042,966.2756411
12801153043,994.3806635
12801153044,969.772247
12801153045,923.8264667
12801153046,940.0448602
12801153047,950.3079962
12801153048,968.5625643
12801153103,1094.177698
12801153104,1155.790012
12801153105,959.4088278
12801153106,904.571957
12801153107,1069.987759
12801153108,969.0548166
12801153109,1097.43687
12801153110,1179.64065
12801153111,1074.70056
12801153112,864.5144728
12801153113,1120.720091
12801153114,988.6249532
12801153115,1131.549485
12801153116,1083.786953
12801153117,1109.15747
12801153118,1156.551237
12801153119,1150.34486
12801153120,1091.375987
12801153121,1071.195222
12801153122,1070.949004
12801153123,991.5280481
12801153124,1061.238454
12801153125,1118.263213
12801153126,1120.75912
12801153127,1145.671936
12801153128,1051.625413
12801153129,1092.353704
12801153130,1052.252699
12801153131,1089.030717
12801153132,1055.750446
12801153133,1088.858838
12801153134,1102.953301
12801153135,1106.071768
12801153136,992.504851
12801153137,1053.875701
12801160201,1159.146011
12801160202,776.9832319
12801160203,983.9896145
12801160204,1090.704977
12801160206,957.6265716
12801160207,1061.423678
12801160208,985.3000275
12801160209,924.2514561
12801160211,1078.890962
12801160212,1037.225658
12801160214,1125.451076
12801160215,1107.975558
12801160216,875.3425822
12801160218,1028.901059
12801160219,1131.314884
12801160220,934.4556954
12801160222,1118.529992
12801160223,962.3529459
12801160224,955.3629959
12801160225,931.231271
12801160226,1071.458608
12801160227,1000.003487
12801160228,1096.043012
12801160229,967.0060038
12801160230,901.1145606
12801160231,918.9697345
12801160232,885.3665429
12801160233,1108.70549
12801160301,1129.126929
12801160302,1064.807555
12801160303,1179.007267
12801160304,1093.05881
12801160305,1111.76015
12801160306,1173.982452
12801160307,1143.211997
12801160308,1117.64367
12801160309,1087.546093
12801160310,1034.378813
12801160311,1137.77438
12801160312,1092.317132
12801160313,1111.562547
12801160314,1176.531328
12801160315,1107.638566
12801160316,1161.287015
12801160317,1068.441479
12801160318,1084.761539
12801160319,1170.21938
12801160320,1090.943416
12801160321,1173.302271
12801160322,1180.044753
12801160323,1124.222568
12801160324,1148.631497
12801160325,1170.368134
12801160326,1098.513551
12801160327,1161.503583
12801160328,1172.377349
12801160329,1133.188661
12801160402,950.2537354
12801160403,938.497375
12801160404,941.4135452
12801160405,974.5777235
12801160406,1033.812379
12801160407,925.9519007
12801160408,976.0706208
12801160409,959.5560664
12801160410,939.0938561
12801160411,965.7511144
12801160412,1051.844898
12801160413,1120.467531
12801160414,959.55036
12801160415,974.1403868
12801160416,1115.202757
12801160417,1148.366729
12801160418,1151.703798
12801160419,999.2703749
12801160420,1015.414619
12801160421,1016.779454
12801160422,1015.885199
12801160423,1027.694213
12801160424,1141.778458
12801160425,1078.991178
12801160426,1032.460792
12801160427,1048.661738
12801160428,968.5645549
12801160429,1064.33336
12801160430,1066.077006
12801160431,1044.192854
12801160432,1101.548096
12801160433,921.4520105
12801160434,933.4736242
12801160435,1056.465195
12801160436,927.095291
12801160437,956.6471242
12801160438,1140.753615
12801160440,1042.111377
12801160441,1151.175752
12801160442,1020.051894
12801160443,969.8391198
12801160444,1083.139902
12801160445,1096.791561
12801160446,972.0666762
12801160447,932.2358219
12801160448,1144.13725
12801160449,1079.06259
12801160451,967.5093766
12801160452,1018.602563
12801160453,1119.064628
12801160454,1044.108268
12801160455,908.8561122
12801160456,1138.712132
12801160457,957.78165
12801160459,1052.535908
12801160461,1121.687785
12801160462,1106.080232
12801160463,1098.286975
12801160465,1241.512973
12801160467,948.9956534
12801160468,945.6345678
12801160470,1260.765399
12801160501,1160.717788
12801160502,1181.981751
12801160503,1160.676803
12801160504,1208.61723
12801160505,1149.772617
12801160506,1206.991702
12801160507,1205.841694
12801160508,1170.34335
12801160601,1127.052593
12801160602,1168.373732
12801160603,1145.674155
12801160604,1144.078046
12801160605,1077.770724
12801160606,973.9961554
12801160607,1171.877476
12801160608,1201.03816
12801160609,1055.692318
12801160610,1197.787061
12801160611,1172.013522
12801160612,1081.482057
12801160613,1133.151861
12801160614,1080.806391
12801160616,1076.557296
12801160617,1002.395677
12801160618,1083.807123
12801160619,1211.761196
12801160620,1055.551428
12802153301,1130.1659
12802153302,1082.572656
12802153303,1149.715466
12802153305,1063.417864
12802153306,948.1993881
12802153307,1124.255102
12802153308,1102.77485
12802153309,1095.049521
12802153310,1155.272471
12802153311,1123.396759
12802153312,1121.087893
12802153313,962.065144
12802153314,1087.853247
12802153315,1037.61925
12802153316,1132.671248
12802153317,1137.616324
12802153318,1021.309255
12802153401,1135.861508
12802153403,1140.962286
12802153404,1143.159625
12802153405,1151.850376
12802153406,1127.634189
12802153407,1165.629488
12802153408,1145.36383
12802153409,1144.027113
12802153410,1046.507829
12802153411,1164.27751
12802153412,1152.409514
12802153413,1124.948957
12802153414,1156.286748
12802153415,1088.801797
12802153416,1150.92564
12802153418,1112.902707
12802153419,1142.571812
12802153420,1182.020327
12802153422,1176.208622
12802153423,1155.116061
12802153424,1144.4834
12802153425,1141.254728
12802153426,1150.536716
12802153427,1159.943884
12802153428,1187.490395
12802153429,1152.576862
12802153430,1164.921944
12802153431,1138.511335
12802153432,1179.538475
12802153501,1175.550716
12802153502,1170.235343
12802153503,1118.556448
12802153504,1169.120126
12802153505,-
12802153506,1188.055333
12802153507,1173.739978
12802153508,1031.181746
12802153509,1142.122668
12802153510,1133.609628
12802153511,1168.689709
12802153512,1140.596935
12802153513,1151.483628
12802153514,1029.26587
12802153515,1005.731185
12802153518,1173.716741
12802153519,1173.213309
12802153520,801.1176748
12802153521,1083.149442
12802153522,1093.403012
12802153523,1195.04185
12802153524,1157.055223
12802153525,1175.015762
12802153526,1125.679916
12802153527,1169.322997
12802153528,1070.73306
12802153529,1058.685971
12802153530,1180.804914
12802153531,1191.85516
12802153532,1149.748085
12802153533,1169.39213
12802153534,1090.193087
12802153535,1100.554844
12802153536,1121.773217
12802153538,963.8289907
12802153539,1033.387781
12802153540,1140.548789
12802153541,1152.732021
12802153542,1128.005692
12802153543,1162.404456
12802153544,1181.060319
12802153545,1088.692746
12802153546,1071.9873
12802153547,1107.706603
12802153548,1086.909613
12802153549,1126.636346
12802153550,1136.803402
12802153551,1175.35372
12802153552,1134.048273
12802153553,1099.051189
12802153554,1140.300997
12802153555,1127.630883
12802153556,1117.451423
12802153557,1181.56757
12802153601,1178.835096
12802153602,1165.647746
12802153603,1032.813119
12802153604,1036.218103
12802153605,1102.892379
12802153606,1076.041262
12802153607,1069.440026
12802153608,1100.503498
12802153609,1140.350992
12802153610,1138.278951
12802153611,1145.192261
12802153612,1146.980433
12802153613,1156.425034
12802153614,1155.345354
12802153615,1123.724655
12802153616,1155.363371
12802153617,1081.334004
12802153618,917.0384484
12802153619,1069.089384
12802153620,1162.187272
12802153621,1160.630196
12802153622,1179.909013
12802153623,1067.699073
12802153624,1156.897937
12802153625,1155.367495
12802153626,1144.734834
12802153627,1033.378174
12802153628,1190.084255
12802153629,1168.667206
12802153630,1133.367867
12802153631,1138.409379
12802153632,1113.241169
12802153633,1150.583528
12802153634,1163.483671
12802153635,875.5644778
12802153636,1116.67722
12802153637,1128.336892
12802153638,1135.344596
12802153639,1109.338382
12802153640,1146.135035
12802153641,1088.382997
12802153642,1142.178792
12802153643,1032.424148
12802153644,997.0254986
12802153645,1140.634078
12802153646,1149.137485
12802153647,1180.146709
12802153648,1146.187571
12802153649,1130.765212
12802153701,-
12802153801,1028.865379
12802153802,1138.31518
12802153803,1157.829483
12802153804,1046.778373
12802153806,1074.741501
12802153808,1124.513549
12802153809,895.7327398
12802153810,1035.986334
12802153812,1054.024927
12802153813,899.9854756
12802153814,999.6543799
12802153815,1106.366645
12802153816,904.5505988
12802153817,928.7667796
12802153820,988.1024037
12802153821,1058.449268
12802153822,990.81561
12802153823,1152.796025
12802153825,921.6029995
12802153826,915.307636
12802153827,974.3021106
12802153828,1055.526281
12802153829,983.1926066
12802153830,1107.130772
12802153831,1121.653019
12802153832,1112.125129
12802153833,902.5573002
12802153834,1075.777684
12802153835,1026.856852
12802153836,1042.17992
12802153837,896.9689674
12802153838,1086.916162
12802153839,1079.892047
12802153840,1048.627718
12802153841,1008.627708
12802153842,970.8073629
12802153845,936.2719956
12802153846,955.4932034
12802153847,1053.999195
12802153848,1089.109421
12802153849,1054.23551
12802153850,930.7263162
12802153851,825.9112624
12802153852,932.0796791
12802153853,963.2671607
12802153854,988.6508431
12802153855,953.6926402
12802153856,890.7498524
12802153857,964.3847487
12802153858,929.4420161
12802153859,953.764418
12802160701,964.0626232
12802160702,1053.69153
12802160703,1100.584645
12802160704,1141.972769
12802160705,1095.480567
12802160706,1142.661932
12802160707,1136.830476
12802160708,911.8116384
12802160710,984.2331673
12802160711,1164.396891
12802160712,1119.341655
12802160713,1122.639752
12802160714,899.398589
12802160716,1128.296321
12802160717,1132.987097
12802160718,1026.512962
12802160719,1130.411598
12802160720,1110.200402
12802160721,1108.110353
12802160722,1144.652884
12802160723,1105.954042
12802160724,1137.530794
12802160725,1133.588016
12802160726,1100.37092
12802160727,1110.928837
12802160728,1120.221661
12802160729,1098.842479
12802160730,978.0450012
12802160731,1128.068887
12802160732,1042.182547
12802160733,1162.205117
12802160734,1109.617442
12802160735,1074.25892
12802160736,1140.451861
12802160737,1060.982893
12802160738,1114.546883
12802160739,1132.721149
12802160740,1149.092028
12802160801,1077.792552
12802160802,1087.803683
12802160803,1089.344813
12802160804,1165.463662
12802160805,1145.558049
12802160806,1094.905893
12802160807,1177.850022
12802160808,1108.312166
12802160809,1099.812753
12802160810,1041.407185
12802160811,1158.414488
12802160812,1110.637565
12802160813,1070.099317
12802160814,1066.351925
12802160815,1134.562187
12802160816,1131.371865
12802160817,1140.524897
12802160902,1121.134629
12802160903,1173.745541
12802160904,1176.982065
12802160905,1192.834149
12802160906,1149.35473
12802160907,1137.101378
12802160908,1198.208494
12802160909,1192.426143
12802160910,1171.324463
20101100101,944.8772142
20101100102,977.8239797
20101100105,823.9879212
20101100106,980.2554484
20101100107,832.8602684
20101100108,992.3724888
20101100109,909.2414066
20101100110,1131.188146
20101100111,1065.160287
20101100112,1056.173086
20101100113,1075.398951
20101100114,994.6901102
20101100118,1110.391249
20101100119,1163.870231
20101100120,950.7101698
20101100121,1078.196283
20101100124,1111.898051
20101100125,1080.031435
20101100126,1098.002492
20101100127,1063.354485
20101100128,1005.853419
20101100129,1015.532983
20101100130,1077.120006
20101100131,1072.288646
20101100132,1013.093309
20101100133,984.6784743
20101100134,926.1324784
20101100135,1050.441824
20101100136,1080.111086
20101100137,995.9573791
20101100138,1056.305889
20101100140,1092.633207
20101100141,1065.739005
20101100142,1181.848738
20101100201,1022.014192
20101100202,1036.351957
20101100203,990.1984916
20101100204,981.1822749
20101100205,941.4240542
20101100206,1106.514466
20101100207,1015.60453
20101100208,1079.909321
20101100211,977.612378
20101100212,969.1364486
20101100213,942.8156087
20101100214,951.9621924
20101100215,925.3136585
20101100216,937.6020771
20101100217,955.5048966
20101100218,1021.893086
20101100219,818.109079
20101100220,1006.461892
20101100221,899.3407664
20101100222,1085.717415
20101100223,974.7468999
20101100224,938.5001936
20101100225,992.9384061
20101100226,972.6657126
20101100227,984.2633069
20101100228,971.2905976
20101100229,969.9864206
20101100230,906.7133682
20101100231,928.5243421
20101100232,920.3223622
20101100233,950.2217778
20101100234,863.1276468
20101100501,1049.880267
20101100502,1004.410783
20101100504,995.485714
20101100506,1048.603705
20101100507,1041.124339
20101100508,1047.487376
20101100509,1056.611594
20101100510,1101.399725
20101100511,1148.51516
20101100512,1053.701692
20101100513,1107.555975
20101100514,1167.495902
20101100515,1035.005836
20101100516,1072.980918
20101100517,993.174175
20101100518,1107.425231
20101100519,982.7652642
20101100601,693.3458524
20101100602,999.0295729
20101100603,972.5107644
20101100604,1031.668706
20101100607,1065.987358
20101100610,1077.685462
20101100611,950.851584
20101100612,880.3580617
20101100613,858.3830678
20101100614,891.9071376
20101100615,999.1230399
20101100618,1054.633541
20101100619,1060.603532
20101100620,1018.108761
20101100621,983.5582162
20101100622,1070.552784
20101100623,1046.714047
20101100624,1082.174732
20101100625,1063.390248
20101100626,1024.746328
20101100627,1147.31819
20101100628,1026.576496
20101100629,1034.353615
20101100631,1034.778054
20101100701,1109.2042
20101100702,1088.309598
20101100703,1083.270963
20101100704,1062.757257
20101100705,1063.320602
20101100706,1092.983608
20101100707,1090.070902
20101100708,1105.287613
20101100709,1121.267695
20101100801,630.4825445
20101100804,800.003032
20101100805,682.8065904
20101100806,735.2898847
20101100807,844.7034661
20101100809,925.7015453
20101100810,984.0324103
20101100811,993.9289949
20101100812,857.3790849
20101100813,889.3912774
20101100815,783.2592167
20101100816,1057.819764
20101100818,1071.779781
20101100820,884.9955904
20101100821,887.5429874
20101100822,826.2900572
20101100823,889.5752927
20101100824,832.4892824
20101100825,827.8539198
20101100826,889.5559182
20101100827,904.8308331
20101100828,878.4120356
20101100829,881.9604532
20101100830,956.5521043
20101100831,914.0546418
20101100832,759.4674157
20101100833,867.0978623
20101100834,901.8379059
20101100835,1053.403429
20101100836,1031.975334
20101100837,1026.418067
20101100838,1137.651038
20101100840,989.0537409
20101100841,1077.821572
20101100842,1121.996288
20101100843,845.0057685
20101100844,1055.560818
20101100845,1069.360274
20101148101,919.9273693
20101148102,829.3082131
20101148103,894.3755895
20101148104,884.2929692
20101148105,920.5666584
20101148106,960.9190203
20101148107,910.7995511
20101148108,910.8361718
20101148109,919.8288031
20101148110,923.8640852
20101148111,861.9659888
20101148112,1005.639766
20101148113,845.7653723
20101148114,888.8360906
20101148115,1032.849896
20101148116,922.4529145
20101148117,906.8917862
20101148118,1027.148694
20101148119,881.4998321
20101148120,977.1088495
20101148121,969.1190464
20101148122,844.9751748
20101148201,917.3753935
20101148202,1063.351513
20101148203,1150.208408
20101148204,1119.130198
20101148205,1004.773897
20101148206,858.0202529
20101148207,930.4706415
20101148209,1102.501258
20101148210,936.4861729
20101148211,983.6282974
20101148212,1053.146874
20101148213,916.1732021
20101148214,928.4267535
20101148215,874.1032722
20101148216,933.1111515
20101148217,1116.461336
20101148218,1129.832886
20101148219,1085.27927
20101148220,1007.212851
20101148221,1054.425836
20101148222,939.5880297
20101148223,1004.429381
20101148224,981.7472791
20101148225,1100.829191
20101148226,976.8137354
20101148227,897.6281762
20101148228,916.2238247
20101148229,1043.374606
20101148230,996.5631411
20101148301,1170.761904
20101148302,980.3572916
20101148303,1030.45859
20101148304,1038.3464
20101148305,949.8347823
20101148306,880.1147703
20101148307,873.3429425
20101148308,866.6855336
20101148309,926.3002089
20101148310,943.9575856
20101148311,1039.961959
20101148312,898.7525588
20101148313,929.1738904
20101148314,915.2689893
20101148315,898.2905585
20101148316,937.799514
20101148317,893.1198745
20101148318,902.7002802
20101148320,1035.985716
20101148321,924.891581
20101148322,981.3367056
20101148323,873.4340717
20101148324,941.592526
20101148325,873.5101989
20101148326,1031.415091
20101148401,902.8410798
20101148402,855.7113989
20101148403,823.1876567
20101148404,892.6125955
20101148405,841.4151556
20101148406,932.5659933
20101148407,947.9095157
20101148408,870.4639624
20101148409,841.6906679
20101148410,882.6304766
20101148411,861.8422674
20101148412,990.5235632
20101148413,886.5647852
20101148414,952.7069747
20101148415,873.0706851
20101148416,915.9557204
20101148417,888.2782587
20101148418,831.2725727
20101148419,843.272879
20101148420,876.4637387
20101148421,843.5293112
20101148422,820.409373
20101148423,763.3469424
20101148424,878.3385264
20101148425,840.399872
20101148426,874.8174444
20101148427,887.6663417
20101148428,878.1883321
20102100901,1016.147252
20102100902,1041.378505
20102100903,1069.763978
20102100904,1070.442913
20102100905,999.4220304
20102100906,1106.556082
20102100907,1087.096997
20102100908,1025.803595
20102100909,1054.070583
20102100910,1084.476955
20102100911,1107.72386
20102100912,1054.761646
20102100913,1047.870885
20102100914,958.0282913
20102100915,949.3574425
20102100916,933.9241587
20102100917,1095.787491
20102101001,1037.324905
20102101002,970.8494445
20102101003,904.6925138
20102101004,994.7916038
20102101005,875.2823124
20102101006,993.9864495
20102101007,1090.40701
20102101008,1055.775867
20102101009,1036.86057
20102101010,1028.289292
20102101011,1039.01403
20102101012,911.0658913
20102101013,952.7680632
20102101014,1001.710799
20102101015,1048.298954
20102101016,1006.333939
20102101017,1063.949066
20102101018,1052.652141
20102101021,920.6120518
20102101022,955.8874832
20102101023,888.8818121
20102101024,961.2466258
20102101025,980.7250845
20102101101,1062.965551
20102101102,1064.676996
20102101103,1026.261342
20102101104,1044.30616
20102101105,1035.504111
20102101106,1013.240873
20102101107,1028.748174
20102101108,980.0941772
20102101109,1031.120484
20102101110,1102.252525
20102101111,979.0273783
20102101112,964.5491035
20102101113,987.6847379
20102101114,985.0539797
20102101115,937.5227714
20102101116,962.7883292
20102101117,948.2550911
20102101118,984.8544846
20102101119,1020.492667
20102101120,1039.024562
20102101121,1010.619144
20102101122,1030.912541
20102101123,1005.146907
20102101124,1068.928789
20102101125,1054.755422
20102101201,1021.768233
20102101202,1009.2573
20102101203,1080.052308
20102101204,997.9771331
20102101205,1042.162036
20102101206,1037.743113
20102101207,1116.033417
20102101208,993.7413086
20102101209,1067.06593
20102101210,1040.560742
20102101211,1038.934225
20102101212,1062.734924
20102101213,1064.064309
20102101214,1064.254354
20102101215,1051.198664
20102101216,1074.012721
20102101217,1054.845325
20103101301,917.905234
20103101302,916.2102115
20103101303,996.0687689
20103101304,984.6495302
20103101305,961.9869713
20103101306,941.5504642
20103101307,978.8074455
20103101308,997.5855307
20103101309,990.9217655
20103101310,978.8941621
20103101401,928.8980103
20103101402,906.4237526
20103101403,1001.042732
20103101404,1000.508566
20103101405,1045.803262
20103101406,1073.62056
20103101407,954.6437993
20103101408,1044.384761
20103101409,962.966002
20103101410,951.1630263
20103101411,1022.856738
20103101412,946.4925678
20103101501,1064.437849
20103101502,1059.915121
20103101503,1085.587406
20103101504,963.9263266
20103101505,966.5198331
20103101506,956.1071545
20103101507,1043.654266
20103101508,1035.060262
20103101509,1033.927637
20103101510,1046.739875
20103101511,1028.409268
20103101512,1035.281791
20103101601,895.1610584
20103101602,834.3076766
20103101603,875.1250233
20103101604,861.7828988
20103101605,731.1429183
20103101606,813.1802216
20103101607,942.0835159
20103101608,908.0812435
20103101609,832.6016088
20103101610,899.8367265
20103101612,970.462334
20103101613,900.0755003
20103101614,953.0062323
20103101615,819.7478164
20103101616,872.1796775
20103101617,903.8029618
20103101618,839.9005589
20103101619,901.3706956
20103101620,923.253489
20103101621,1027.283345
20103101622,981.1409959
20103101623,1057.457855
20103101701,870.0420731
20103101702,1047.320228
20103101703,914.3976772
20103101704,941.0192325
20103101705,870.7008905
20103101706,969.9330645
20103101707,969.4512641
20103101708,920.798429
20103101709,1012.972249
20103101710,955.1780043
20103101711,1021.290631
20103101712,982.5343927
20103101713,928.8287787
20103101714,979.3470366
20103101715,1015.029213
20201101801,856.8158437
20201101802,937.2379536
20201101803,885.3506469
20201101804,912.6418908
20201101806,896.1085333
20201101807,932.3017698
20201101808,921.2156385
20201101809,886.4416806
20201101810,897.4091423
20201101811,708.741136
20201101812,625.8872236
20201101813,920.2753945
20201101814,987.729332
20201101815,940.2801273
20201101816,970.4964004
20201101817,876.7995824
20201101818,889.6356799
20201101819,882.4767304
20201101820,895.7683976
20201101821,1021.43692
20201101822,992.4098157
20201101823,941.4577685
20201101824,943.2436134
20201101825,892.6841912
20201101826,853.2981166
20201101827,901.7786164
20201101828,822.6363959
20201101829,912.86812
20201101830,889.9589106
20201101831,914.9502389
20201101832,899.5489159
