"Date","RateTypeDescription","StartDate","EndDate","Usage","Duration","MaxTemp","MinTemp","Rain_mm","Solar_Exposure"
2019-12-21,"Generalusage",2019-12-21 00:00:00,2019-12-21 00:29:59,0.114,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 00:30:00,2019-12-21 00:59:59,0.101,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 01:00:00,2019-12-21 01:29:59,0.111,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 01:30:00,2019-12-21 01:59:59,0.112,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 02:00:00,2019-12-21 02:29:59,0.11,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 02:30:00,2019-12-21 02:59:59,0.233,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 03:00:00,2019-12-21 03:29:59,0.129,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 03:30:00,2019-12-21 03:59:59,0.139,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 04:00:00,2019-12-21 04:29:59,0.145,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 04:30:00,2019-12-21 04:59:59,0.116,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 05:00:00,2019-12-21 05:29:59,0.127,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 05:30:00,2019-12-21 05:59:59,0.175,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 06:00:00,2019-12-21 06:29:59,0.21,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 06:30:00,2019-12-21 06:59:59,0.157,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 07:00:00,2019-12-21 07:29:59,0.22,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 07:30:00,2019-12-21 07:59:59,0.2,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 08:00:00,2019-12-21 08:29:59,0.147,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 08:30:00,2019-12-21 08:59:59,0.115,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 09:00:00,2019-12-21 09:29:59,0.104,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 09:30:00,2019-12-21 09:59:59,0.132,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 10:00:00,2019-12-21 10:29:59,0.186,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 10:30:00,2019-12-21 10:59:59,0.173,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 11:00:00,2019-12-21 11:29:59,0.113,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 11:30:00,2019-12-21 11:59:59,0.192,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 12:00:00,2019-12-21 12:29:59,1.288,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 12:30:00,2019-12-21 12:59:59,1.313,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 13:00:00,2019-12-21 13:29:59,1.377,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 13:30:00,2019-12-21 13:59:59,1.373,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 14:00:00,2019-12-21 14:29:59,1.461,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 14:30:00,2019-12-21 14:59:59,1.409,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 15:00:00,2019-12-21 15:29:59,1.379,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 15:30:00,2019-12-21 15:59:59,0.224,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 16:00:00,2019-12-21 16:29:59,0.759,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 16:30:00,2019-12-21 16:59:59,1.625,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 17:00:00,2019-12-21 17:29:59,1.654,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 17:30:00,2019-12-21 17:59:59,0.699,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 18:00:00,2019-12-21 18:29:59,0.188,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 18:30:00,2019-12-21 18:59:59,0.16,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 19:00:00,2019-12-21 19:29:59,0.211,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 19:30:00,2019-12-21 19:59:59,0.231,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 20:00:00,2019-12-21 20:29:59,0.333,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 20:30:00,2019-12-21 20:59:59,0.221,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 21:00:00,2019-12-21 21:29:59,0.383,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 21:30:00,2019-12-21 21:59:59,0.373,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 22:00:00,2019-12-21 22:29:59,0.116,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 22:30:00,2019-12-21 22:59:59,0.534,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 23:00:00,2019-12-21 23:29:59,0.096,30,26.7,21,0,27.1
2019-12-21,"Generalusage",2019-12-21 23:30:00,2019-12-21 23:59:59,0.096,30,26.7,21,0,27.1
2019-12-22,"Generalusage",2019-12-22 00:00:00,2019-12-22 00:29:59,0.09,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 00:30:00,2019-12-22 00:59:59,0.087,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 01:00:00,2019-12-22 01:29:59,0.077,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 01:30:00,2019-12-22 01:59:59,0.088,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 02:00:00,2019-12-22 02:29:59,0.082,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 02:30:00,2019-12-22 02:59:59,0.082,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 03:00:00,2019-12-22 03:29:59,0.082,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 03:30:00,2019-12-22 03:59:59,0.084,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 04:00:00,2019-12-22 04:29:59,0.09,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 04:30:00,2019-12-22 04:59:59,0.081,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 05:00:00,2019-12-22 05:29:59,0.092,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 05:30:00,2019-12-22 05:59:59,0.204,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 06:00:00,2019-12-22 06:29:59,0.1,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 06:30:00,2019-12-22 06:59:59,0.219,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 07:00:00,2019-12-22 07:29:59,0.202,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 07:30:00,2019-12-22 07:59:59,0.198,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 08:00:00,2019-12-22 08:29:59,0.18,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 08:30:00,2019-12-22 08:59:59,0.206,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 09:00:00,2019-12-22 09:29:59,0.124,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 09:30:00,2019-12-22 09:59:59,0.123,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 10:00:00,2019-12-22 10:29:59,0.12,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 10:30:00,2019-12-22 10:59:59,0.119,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 11:00:00,2019-12-22 11:29:59,0.169,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 11:30:00,2019-12-22 11:59:59,0.161,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 12:00:00,2019-12-22 12:29:59,0.157,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 12:30:00,2019-12-22 12:59:59,0.153,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 13:00:00,2019-12-22 13:29:59,0.664,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 13:30:00,2019-12-22 13:59:59,0.605,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 14:00:00,2019-12-22 14:29:59,0.233,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 14:30:00,2019-12-22 14:59:59,0.105,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 15:00:00,2019-12-22 15:29:59,0.2,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 15:30:00,2019-12-22 15:59:59,0.125,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 16:00:00,2019-12-22 16:29:59,0.117,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 16:30:00,2019-12-22 16:59:59,0.144,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 17:00:00,2019-12-22 17:29:59,0.356,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 17:30:00,2019-12-22 17:59:59,0.452,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 18:00:00,2019-12-22 18:29:59,0.232,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 18:30:00,2019-12-22 18:59:59,0.18,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 19:00:00,2019-12-22 19:29:59,0.443,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 19:30:00,2019-12-22 19:59:59,0.56,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 20:00:00,2019-12-22 20:29:59,0.332,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 20:30:00,2019-12-22 20:59:59,0.192,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 21:00:00,2019-12-22 21:29:59,0.647,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 21:30:00,2019-12-22 21:59:59,0.137,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 22:00:00,2019-12-22 22:29:59,0.117,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 22:30:00,2019-12-22 22:59:59,0.11,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 23:00:00,2019-12-22 23:29:59,0.111,30,19.9,18.6,0,11.9
2019-12-22,"Generalusage",2019-12-22 23:30:00,2019-12-22 23:59:59,0.097,30,19.9,18.6,0,11.9
2019-12-23,"Generalusage",2019-12-23 00:00:00,2019-12-23 00:29:59,0.107,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 00:30:00,2019-12-23 00:59:59,0.109,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 01:00:00,2019-12-23 01:29:59,0.122,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 01:30:00,2019-12-23 01:59:59,0.135,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 02:00:00,2019-12-23 02:29:59,0.111,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 02:30:00,2019-12-23 02:59:59,0.109,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 03:00:00,2019-12-23 03:29:59,0.119,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 03:30:00,2019-12-23 03:59:59,0.22,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 04:00:00,2019-12-23 04:29:59,0.128,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 04:30:00,2019-12-23 04:59:59,0.133,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 05:00:00,2019-12-23 05:29:59,0.327,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 05:30:00,2019-12-23 05:59:59,0.225,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 06:00:00,2019-12-23 06:29:59,0.316,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 06:30:00,2019-12-23 06:59:59,0.372,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 07:00:00,2019-12-23 07:29:59,0.442,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 07:30:00,2019-12-23 07:59:59,0.192,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 08:00:00,2019-12-23 08:29:59,0.327,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 08:30:00,2019-12-23 08:59:59,0.267,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 09:00:00,2019-12-23 09:29:59,0.189,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 09:30:00,2019-12-23 09:59:59,0.173,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 10:00:00,2019-12-23 10:29:59,0.145,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 10:30:00,2019-12-23 10:59:59,0.211,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 11:00:00,2019-12-23 11:29:59,0.231,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 11:30:00,2019-12-23 11:59:59,0.19,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 12:00:00,2019-12-23 12:29:59,0.226,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 12:30:00,2019-12-23 12:59:59,0.183,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 13:00:00,2019-12-23 13:29:59,0.186,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 13:30:00,2019-12-23 13:59:59,0.175,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 14:00:00,2019-12-23 14:29:59,0.838,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 14:30:00,2019-12-23 14:59:59,1.632,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 15:00:00,2019-12-23 15:29:59,1.754,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 15:30:00,2019-12-23 15:59:59,1.271,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 16:00:00,2019-12-23 16:29:59,0.204,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 16:30:00,2019-12-23 16:59:59,0.322,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 17:00:00,2019-12-23 17:29:59,0.371,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 17:30:00,2019-12-23 17:59:59,0.287,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 18:00:00,2019-12-23 18:29:59,0.323,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 18:30:00,2019-12-23 18:59:59,0.528,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 19:00:00,2019-12-23 19:29:59,0.19,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 19:30:00,2019-12-23 19:59:59,0.169,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 20:00:00,2019-12-23 20:29:59,0.396,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 20:30:00,2019-12-23 20:59:59,0.45,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 21:00:00,2019-12-23 21:29:59,0.202,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 21:30:00,2019-12-23 21:59:59,0.579,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 22:00:00,2019-12-23 22:29:59,0.192,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 22:30:00,2019-12-23 22:59:59,0.126,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 23:00:00,2019-12-23 23:29:59,0.123,30,22.1,17.2,0,14.4
2019-12-23,"Generalusage",2019-12-23 23:30:00,2019-12-23 23:59:59,0.112,30,22.1,17.2,0,14.4
2019-12-24,"Generalusage",2019-12-24 00:00:00,2019-12-24 00:29:59,0.111,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 00:30:00,2019-12-24 00:59:59,0.121,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 01:00:00,2019-12-24 01:29:59,0.136,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 01:30:00,2019-12-24 01:59:59,0.131,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 02:00:00,2019-12-24 02:29:59,0.119,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 02:30:00,2019-12-24 02:59:59,0.133,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 03:00:00,2019-12-24 03:29:59,0.13,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 03:30:00,2019-12-24 03:59:59,0.12,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 04:00:00,2019-12-24 04:29:59,0.136,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 04:30:00,2019-12-24 04:59:59,0.128,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 05:00:00,2019-12-24 05:29:59,0.124,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 05:30:00,2019-12-24 05:59:59,0.125,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 06:00:00,2019-12-24 06:29:59,0.348,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 06:30:00,2019-12-24 06:59:59,0.244,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 07:00:00,2019-12-24 07:29:59,0.458,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 07:30:00,2019-12-24 07:59:59,0.271,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 08:00:00,2019-12-24 08:29:59,0.197,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 08:30:00,2019-12-24 08:59:59,0.174,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 09:00:00,2019-12-24 09:29:59,0.176,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 09:30:00,2019-12-24 09:59:59,0.419,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 10:00:00,2019-12-24 10:29:59,0.557,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 10:30:00,2019-12-24 10:59:59,0.229,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 11:00:00,2019-12-24 11:29:59,0.228,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 11:30:00,2019-12-24 11:59:59,0.182,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 12:00:00,2019-12-24 12:29:59,0.152,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 12:30:00,2019-12-24 12:59:59,0.175,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 13:00:00,2019-12-24 13:29:59,0.178,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 13:30:00,2019-12-24 13:59:59,0.231,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 14:00:00,2019-12-24 14:29:59,0.193,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 14:30:00,2019-12-24 14:59:59,0.172,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 15:00:00,2019-12-24 15:29:59,0.122,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 15:30:00,2019-12-24 15:59:59,0.121,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 16:00:00,2019-12-24 16:29:59,0.483,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 16:30:00,2019-12-24 16:59:59,2.338,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 17:00:00,2019-12-24 17:29:59,1.123,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 17:30:00,2019-12-24 17:59:59,0.941,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 18:00:00,2019-12-24 18:29:59,1.443,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 18:30:00,2019-12-24 18:59:59,1.032,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 19:00:00,2019-12-24 19:29:59,0.456,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 19:30:00,2019-12-24 19:59:59,1.652,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 20:00:00,2019-12-24 20:29:59,0.731,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 20:30:00,2019-12-24 20:59:59,0.406,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 21:00:00,2019-12-24 21:29:59,0.248,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 21:30:00,2019-12-24 21:59:59,0.661,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 22:00:00,2019-12-24 22:29:59,0.217,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 22:30:00,2019-12-24 22:59:59,0.203,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 23:00:00,2019-12-24 23:29:59,0.187,30,24,18.6,1.8,18.3
2019-12-24,"Generalusage",2019-12-24 23:30:00,2019-12-24 23:59:59,0.19,30,24,18.6,1.8,18.3
2019-12-25,"Generalusage",2019-12-25 00:00:00,2019-12-25 00:29:59,0.242,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 00:30:00,2019-12-25 00:59:59,0.197,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 01:00:00,2019-12-25 01:29:59,0.192,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 01:30:00,2019-12-25 01:59:59,0.19,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 02:00:00,2019-12-25 02:29:59,0.196,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 02:30:00,2019-12-25 02:59:59,0.202,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 03:00:00,2019-12-25 03:29:59,0.199,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 03:30:00,2019-12-25 03:59:59,0.201,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 04:00:00,2019-12-25 04:29:59,0.183,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 04:30:00,2019-12-25 04:59:59,0.196,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 05:00:00,2019-12-25 05:29:59,0.29,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 05:30:00,2019-12-25 05:59:59,0.194,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 06:00:00,2019-12-25 06:29:59,0.23,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 06:30:00,2019-12-25 06:59:59,0.242,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 07:00:00,2019-12-25 07:29:59,0.435,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 07:30:00,2019-12-25 07:59:59,0.261,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 08:00:00,2019-12-25 08:29:59,0.225,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 08:30:00,2019-12-25 08:59:59,0.214,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 09:00:00,2019-12-25 09:29:59,0.415,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 09:30:00,2019-12-25 09:59:59,0.605,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 10:00:00,2019-12-25 10:29:59,0.297,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 10:30:00,2019-12-25 10:59:59,0.227,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 11:00:00,2019-12-25 11:29:59,0.215,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 11:30:00,2019-12-25 11:59:59,0.272,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 12:00:00,2019-12-25 12:29:59,0.382,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 12:30:00,2019-12-25 12:59:59,0.255,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 13:00:00,2019-12-25 13:29:59,0.227,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 13:30:00,2019-12-25 13:59:59,0.857,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 14:00:00,2019-12-25 14:29:59,0.633,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 14:30:00,2019-12-25 14:59:59,0.525,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 15:00:00,2019-12-25 15:29:59,1.337,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 15:30:00,2019-12-25 15:59:59,0.952,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 16:00:00,2019-12-25 16:29:59,0.843,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 16:30:00,2019-12-25 16:59:59,0.787,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 17:00:00,2019-12-25 17:29:59,1.829,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 17:30:00,2019-12-25 17:59:59,1.236,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 18:00:00,2019-12-25 18:29:59,0.444,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 18:30:00,2019-12-25 18:59:59,0.191,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 19:00:00,2019-12-25 19:29:59,0.237,30,23.2,21.6,0.2,27.8
2019-12-25,"Generalusage",2019-12-25 19:30:00,2019-12-25 19:59:59,0.633,30,23.2,21.6,0.2,27.8
